sales_id,age,country,membership_status,previous_purchases,destination,stay_length,guests,travel_month,months_before_travel,earlybird_discount,package_Type,cost,rating,margin,additional_services_cost
244,52,Italy,standard,3,New York,1,5,2,7,False,Adventure,1011.4000000000001,7,734.4163109697766,240.96677462105038
245,21,Germany,standard,5,Cape Town,6,4,8,1,False,Adventure,1125.8239999999998,6,1228.242597752112,39.91702637222684
246,34,UK,standard,6,New York,6,3,2,2,False,Adventure,1727.7,5,1514.3302444102796,334.8430801707349
247,32,USA,standard,4,New York,3,1,8,4,True,Adventure,730.9575000000001,7,569.2650406702212,151.77174812505672
248,30,Australia,standard,2,Cape Town,2,2,2,1,True,Cultural,406.40000000000003,6,-1.148767269768996,103.8609261939954
249,66,Italy,standard,3,Cape Town,2,1,1,1,True,Relaxation,461.44,4,-140.58472836885335,149.27820205444903
250,46,USA,standard,2,New York,3,2,7,2,False,Relaxation,1203.93,6,720.9378690410149,243.72250697228264
251,21,UK,standard,3,Cairo,3,5,2,2,False,Adventure,501.47999999999996,6,639.9249127330495,132.35238537039186
252,53,USA,standard,2,Sydney,12,1,1,12,True,Adventure,2649.4,7,1964.8654020667072,399.4962794604278
253,71,Australia,gold,5,Tokyo,5,2,12,1,True,Adventure,1605.2400000000002,6,1484.8057638158116,281.2015647003236
254,55,Italy,silver,2,Cape Town,12,4,2,3,False,Cultural,1808.8000000000002,7,1138.4268617198416,158.37481351550684
255,18,France,standard,4,Cairo,5,4,1,6,False,Adventure,623.448,8,625.3752226482798,98.604335625138
256,32,France,standard,4,New York,9,3,2,1,False,Adventure,2237.3,6,1923.456860048836,211.2912380806028
257,59,Canada,silver,6,Rome,13,3,12,1,False,Adventure,3290.0,6,2863.933792639319,454.8198059493115
258,29,USA,standard,5,Cape Town,10,3,7,2,False,Adventure,2181.7599999999998,5,1637.4804571960312,428.99514563544807
259,46,France,silver,4,Cairo,1,2,1,1,False,Cultural,308.88000000000005,7,297.4840197292843,88.34435598295063
260,51,UK,gold,4,Rome,1,3,12,7,False,Cultural,710.64,8,13.110693975337995,163.21100268560662
261,26,Germany,silver,7,Paris,3,1,1,2,False,Adventure,665.73,5,300.3752286420935,118.32387290495026
262,39,Australia,gold,4,Cape Town,13,5,8,1,False,Cultural,2847.04,6,2384.15910898491,666.5217623719828
263,18,USA,standard,3,Rome,4,1,6,2,True,Adventure,830.06,7,788.5446281380151,167.7361449337974
264,24,Germany,gold,7,Cape Town,2,1,1,3,False,Relaxation,419.20000000000005,8,99.51596677793361,97.63179072987288
265,36,Australia,silver,2,Rio,3,1,12,2,False,Relaxation,732.48,7,253.15764861540293,253.06572988181532
266,21,USA,silver,1,Tokyo,6,2,2,5,True,Cultural,1528.8,5,1308.667653791674,313.1148916666555
267,64,UK,silver,3,Sydney,6,4,1,5,False,Adventure,1820.0,5,1129.0642654544122,317.8590145554893
268,18,Germany,standard,3,New York,3,1,12,4,False,Adventure,805.168,6,1014.7655509284862,234.3015652278841
269,33,France,silver,2,Paris,2,4,12,1,True,Cultural,948.402,7,543.2263788325317,180.36285073434368
270,41,Italy,standard,4,Cape Town,2,2,12,3,False,Relaxation,970.5919999999999,7,220.9878532780641,210.3873961881201
271,61,Germany,standard,3,Sydney,3,1,1,4,True,Adventure,733.2,7,108.88262100662632,75.42345393773792
272,18,Spain,standard,2,New York,2,1,2,3,False,Adventure,424.96999999999997,8,466.0260639192494,62.783351642788425
273,57,USA,standard,2,Cairo,16,2,8,4,True,Adventure,2963.52,5,2308.541789234884,355.6673353052279
274,40,USA,gold,6,Tokyo,2,3,12,7,True,Relaxation,1355.9,7,1101.2489195457724,228.952959172107
275,25,UK,standard,5,Rome,3,2,12,1,True,Relaxation,851.76,6,450.34197711020846,289.1531741896377
276,46,UK,standard,2,Cairo,3,3,8,3,False,Relaxation,1095.0911999999998,7,675.9894712832491,234.31118508874903
277,42,Spain,gold,7,Paris,2,1,7,7,False,Adventure,732.186,6,54.456157971189555,122.43585494816806
278,30,Canada,standard,0,Tokyo,6,5,12,1,False,Relaxation,2566.2,6,2207.6019443389946,456.119564213544
279,41,Italy,standard,3,New York,5,2,12,6,False,Cultural,1821.82,7,1707.433724354556,446.0208516840584
280,34,Italy,standard,2,Sydney,5,3,12,3,False,Adventure,2158.52,6,1498.9096285609469,310.492337202374
281,41,USA,standard,1,Cape Town,6,2,2,4,False,Adventure,971.2,7,549.6150051153437,195.79617786392592
282,49,UK,silver,1,Tokyo,1,1,6,2,True,Relaxation,863.7719999999999,6,305.3193179090417,211.01936354038583
283,63,USA,standard,2,Cairo,7,5,12,2,True,Adventure,1835.68,6,1442.361193678882,265.6134237057499
284,21,UK,silver,3,New York,14,2,12,1,False,Cultural,4344.34,7,4226.895055617211,892.1337659803421
285,71,Australia,standard,2,Rome,11,1,1,4,False,Cultural,1758.0,6,1240.72894677469,278.44658575509555
286,18,UK,gold,5,Rome,1,4,2,3,True,Cultural,549.9,8,-89.79789098120318,100.06683820824908
287,37,UK,silver,2,Paris,4,2,12,2,False,Cultural,1325.1419999999998,5,737.2034757798513,230.70096443658304
288,48,Australia,gold,3,New York,1,3,1,3,True,Cultural,678.6,8,563.8812560895253,75.79515281750766
289,44,Australia,standard,5,Cape Town,3,1,12,2,True,Adventure,740.32,7,343.9140832993932,155.68729240078267
290,30,France,silver,1,Cape Town,2,3,7,5,False,Cultural,796.32,6,425.6497508863601,203.91940874737793
291,36,Canada,silver,4,Rio,5,3,7,1,False,Relaxation,1147.104,5,670.8750980387274,309.9277908860207
292,32,UK,gold,6,Paris,8,5,6,4,True,Adventure,2925.468,6,2263.166493346187,493.9348567771973
293,31,Australia,standard,1,Rio,12,3,1,4,True,Adventure,1736.8000000000002,6,1137.793769817331,352.2794504144482
294,52,Canada,gold,7,New York,5,5,12,13,True,Cultural,2163.798,7,1886.494400807057,198.5700705797908
295,45,Canada,standard,1,Cairo,2,4,6,3,True,Adventure,790.72,5,638.96799230129,256.93132047531793
296,29,USA,standard,4,New York,3,1,8,5,True,Adventure,772.7265,7,536.1469723053092,257.6783549971876
297,53,Australia,standard,4,Paris,15,3,1,9,False,Cultural,3494.4,7,2836.8175212768683,835.8360667443383
298,44,Germany,standard,4,Tokyo,4,3,2,2,False,Relaxation,1703.5199999999998,5,819.0216781172348,484.67347231036905
299,52,Australia,standard,5,Sydney,9,1,12,5,False,Relaxation,2578.1301,5,1193.6851468780117,617.4805336269819
300,49,Spain,silver,2,Paris,12,1,12,1,False,Cultural,3135.132,5,2516.154306634871,582.4667383305335
301,27,Spain,standard,4,Paris,5,4,2,1,True,Cultural,1449.63,6,838.1611229347551,206.14448944910242
302,31,Australia,standard,1,Paris,1,2,6,4,True,Adventure,813.54,6,386.04087497973046,71.21725203423688
303,51,Canada,standard,3,Rome,8,3,6,1,False,Relaxation,2957.64,5,1651.7770971686937,516.6240919455516
304,49,Italy,gold,5,Cairo,3,2,6,2,True,Adventure,678.384,6,676.3064893293096,111.63912538570084
305,39,France,standard,3,Cairo,8,4,1,4,False,Cultural,1239.1200000000001,5,922.3262472622799,138.32387270157687
306,41,Australia,standard,2,Paris,6,1,2,1,True,Adventure,1430.0,6,815.809681950441,116.11111103413361
307,59,Australia,standard,1,Cape Town,5,1,12,9,True,Relaxation,1361.0239999999997,6,622.7030288892074,223.5678660042031
308,31,France,standard,3,Cairo,4,3,8,2,False,Relaxation,1003.968,7,749.4731039799073,259.31869222244023
309,48,Canada,standard,4,Rome,6,1,1,2,True,Adventure,1057.0,5,424.1885606346764,118.00299025631853
310,36,Canada,standard,2,Sydney,8,2,8,3,False,Relaxation,2555.2799999999997,6,1901.0554744018618,426.3826683108236
311,36,Spain,standard,1,Cape Town,6,2,12,1,False,Relaxation,1234.24,5,794.5881787368924,375.8408022258717
312,56,USA,standard,2,New York,7,1,6,1,False,Cultural,1552.824,6,1290.4019988542277,235.50716175116096
313,52,USA,silver,2,Rome,3,3,1,1,False,Relaxation,1246.0,5,513.092414808398,342.82997424828716
314,52,Australia,standard,3,Paris,2,2,12,2,False,Cultural,1128.4,6,733.2403866484088,353.7455233969111
315,59,Italy,standard,1,Tokyo,6,1,1,4,True,Cultural,1361.1000000000001,5,965.4617025477488,89.29200234885607
316,40,Australia,silver,2,Rio,10,5,12,1,True,Relaxation,2378.88,7,1865.6495445346754,541.9967644299555
317,50,France,standard,4,Paris,9,2,8,3,False,Adventure,1939.8015,5,1342.1754585202918,352.9760996010656
318,35,UK,silver,3,Sydney,5,5,2,6,True,Cultural,1636.7,6,950.7422443865067,299.6732617522199
319,44,Germany,silver,3,Rome,4,2,7,1,True,Adventure,1147.86,6,494.19901523247916,284.9765719903729
320,38,UK,gold,7,Sydney,5,1,6,1,False,Adventure,1610.7,7,1191.8176830857549,206.5997585864187
321,41,Italy,standard,7,Cape Town,4,3,2,2,True,Adventure,812.0,5,187.37497579227056,132.54938198549448
322,48,UK,silver,6,New York,9,1,1,2,False,Relaxation,2886.52,6,1943.010802210371,801.0038482739736
323,27,Australia,silver,1,Cairo,14,5,6,1,False,Adventure,3073.28,6,2153.0923828789073,488.3222575554776
324,71,Canada,standard,9,New York,1,1,1,1,True,Relaxation,455.36400000000003,5,44.37225739950844,171.0971342099555
325,24,Canada,standard,3,Cape Town,6,2,12,4,False,Relaxation,1344.0,6,950.8330501620712,223.68303706549534
326,21,Germany,standard,2,New York,3,2,7,5,False,Relaxation,1390.48,6,1186.6856193574836,308.57382191178095
327,57,Italy,silver,8,Sydney,8,3,1,3,False,Relaxation,2828.2799999999997,5,1643.0775499054607,714.8837341661595
328,51,Canada,standard,1,Tokyo,11,1,1,5,False,Relaxation,3308.7599999999998,6,2108.608672204618,899.8457680849818
329,49,Australia,silver,4,Cape Town,3,1,7,2,False,Cultural,651.84,5,-34.36934623503282,109.83205387588379
330,49,France,standard,4,Rio,3,5,8,8,True,Adventure,1141.28,5,602.8642706469129,55.27223319711917
331,39,Canada,standard,1,Tokyo,4,5,2,4,False,Cultural,1623.7,5,1465.2720106334311,171.55439410707794
332,26,France,standard,4,Cairo,14,1,6,3,False,Cultural,2284.128,5,2106.5929656089265,567.2872199792405
333,41,Italy,standard,4,Cape Town,3,4,1,2,True,Adventure,726.4000000000001,6,211.54235323790544,88.50428864886237
334,29,USA,gold,7,Sydney,4,5,12,2,False,Adventure,2218.58,5,1671.3036679828074,200.67430811783044
335,54,Spain,standard,3,Tokyo,5,4,8,1,True,Cultural,2125.7599999999998,5,1987.44596380125,452.69333745029957
336,37,Germany,gold,4,Paris,9,2,6,6,False,Cultural,2679.7679999999996,6,2005.3109681471253,399.57659577206414
337,27,Spain,standard,2,Rio,5,1,12,3,False,Relaxation,1081.9199999999998,7,487.66551445094876,161.76003261686583
338,35,Canada,silver,2,Rome,6,3,8,9,False,Relaxation,1831.1999999999998,5,1151.0313117972419,566.123947923992
339,46,Canada,standard,1,Cape Town,7,4,2,10,False,Adventure,1271.2,7,677.3290759300646,62.08781410991124
340,31,USA,standard,0,New York,4,3,2,1,False,Relaxation,915.2325000000001,7,813.9331246477242,308.00092757548043
341,27,Spain,standard,1,Cairo,1,3,6,12,False,Cultural,591.696,6,558.6517540788808,202.5146618200071
342,43,UK,silver,3,Tokyo,2,3,2,1,False,Relaxation,1294.02,5,724.1716680583821,366.5987903246579
343,43,Australia,gold,7,Sydney,3,2,1,3,False,Adventure,618.6375,7,-51.009793502698585,39.02549052791355
344,32,Canada,gold,5,Rio,7,4,12,2,True,Relaxation,1561.392,6,946.2476242829216,293.0248349637295
345,32,Spain,standard,3,Paris,6,4,7,2,True,Adventure,2230.956,5,1811.2024952927986,320.71906627540375
346,43,France,standard,3,Rome,6,4,6,2,False,Cultural,1791.72,7,1301.8358551348688,257.71123406002044
347,18,USA,gold,6,Rome,5,2,6,2,True,Relaxation,1458.8,8,850.3936813500233,372.6817618434965
348,18,USA,standard,3,Cairo,4,1,8,1,False,Adventure,604.4639999999999,6,639.2959493891461,162.8218794487068
349,29,UK,gold,5,New York,2,3,12,4,False,Relaxation,1183.0,7,1043.6664218840574,400.90996780893835
350,36,Spain,standard,3,Cape Town,7,4,8,1,False,Cultural,1768.48,7,1377.9518790284574,302.3344549654785
351,44,France,gold,5,Sydney,6,2,12,3,False,Relaxation,2940.3919999999994,6,1403.0240073743807,773.2780319177991
352,62,France,standard,3,Tokyo,3,1,7,1,False,Cultural,1019.2,6,762.0848802293665,178.63488102816294
353,52,Italy,standard,4,Cairo,3,3,6,4,False,Cultural,818.4960000000001,6,616.3259851819927,200.28352292943092
354,37,Italy,silver,3,Rio,3,2,12,2,False,Relaxation,874.7199999999999,5,319.4881989362609,197.01190389477313
355,39,Canada,silver,4,New York,4,3,6,1,False,Cultural,1503.6839999999997,5,1280.413800287992,385.4858817564604
356,24,UK,standard,1,Sydney,7,1,8,3,False,Adventure,1575.938,6,1576.5442164008668,282.8414891961656
357,39,Germany,silver,8,Rio,6,3,6,5,False,Cultural,1387.68,5,860.3947742042748,131.43298652018007
358,35,USA,gold,5,Rio,1,2,8,2,False,Relaxation,426.384,8,21.9027195813826,178.97912131645688
359,44,Australia,silver,2,Sydney,2,2,6,10,False,Adventure,729.729,7,314.5158194394824,187.41472250976585
360,27,USA,gold,7,Sydney,2,1,8,1,True,Cultural,902.72,6,269.5217421230634,180.85352263967258
361,47,UK,standard,3,Sydney,9,4,8,3,False,Adventure,3450.72,6,2884.1397456610985,427.77259027074626
362,62,Australia,standard,3,Rome,9,3,2,1,False,Adventure,1753.0,6,1402.3836516632462,357.15705890700343
363,38,Italy,silver,3,Rome,17,1,7,1,True,Relaxation,2638.4399999999996,7,2142.612153997072,679.9442647709068
364,46,Spain,silver,5,New York,7,3,6,11,True,Relaxation,3638.544,7,2441.646501031591,669.6167890841377
365,50,Italy,standard,4,Rome,6,2,1,4,False,Relaxation,1116.9899999999998,5,185.27521906869538,265.4555200369106
366,33,Australia,standard,6,Tokyo,14,2,8,3,True,Cultural,3816.5400000000004,6,3652.62093662542,944.1238236425122
367,43,USA,gold,5,Cape Town,2,3,6,5,True,Adventure,695.52,8,395.0799297493894,86.39031271803161
368,40,Italy,standard,1,Tokyo,5,1,2,2,True,Cultural,1285.7,6,1111.7057007721821,136.83401951139837
369,41,Australia,standard,4,Paris,6,4,7,2,True,Cultural,2466.1,7,1796.378581102088,352.5024427926464
370,28,Spain,standard,2,Paris,3,2,7,5,False,Adventure,1276.002,5,641.1091522462552,151.50835624149173
371,40,Canada,silver,4,Paris,3,1,7,2,False,Cultural,1101.1000000000001,7,743.0730378997058,229.80466202773715
372,47,Italy,gold,7,Tokyo,13,2,2,2,False,Relaxation,4058.6,6,2746.932772531032,682.9940992047742
373,61,USA,standard,7,Rio,5,2,2,2,False,Adventure,757.44,5,130.8899860612794,-33.946505284645184
374,54,UK,silver,2,Tokyo,7,3,2,1,False,Relaxation,2537.08,5,1686.2937620610135,739.5372802619671
375,72,Germany,gold,4,Sydney,5,3,2,3,True,Adventure,1376.7,8,712.709533828033,157.4688031662274
376,28,UK,silver,2,Rio,1,3,8,13,False,Cultural,595.84,5,43.76135189636352,155.3755738298536
377,53,Canada,silver,4,Paris,2,5,6,3,False,Relaxation,2387.4759999999997,7,1224.7258554747114,477.2811050099375
378,42,Italy,standard,5,Cape Town,3,2,2,2,False,Adventure,638.4000000000001,5,157.1309944904022,92.13780713167854
379,72,Germany,silver,5,Sydney,4,3,8,1,False,Cultural,1772.6799999999998,7,1232.3181785258557,227.2586780908359
380,27,Germany,gold,6,Cape Town,13,2,2,3,True,Cultural,1833.6000000000001,6,1249.614234574297,438.82767245881547
381,27,France,standard,6,Cape Town,3,4,2,1,False,Relaxation,786.4000000000001,5,232.15639218483716,270.96821623575136
382,31,UK,standard,3,Tokyo,1,2,7,11,False,Adventure,811.72,7,529.5743644725892,92.0445526028029
383,18,Italy,gold,4,Paris,5,2,2,2,False,Adventure,816.5430000000001,5,619.2158120624413,189.0507657843628
384,32,Italy,standard,1,Rome,7,2,12,1,True,Relaxation,1222.83,7,632.8759668640889,353.1019721746688
385,28,Spain,gold,5,Cape Town,5,2,8,2,True,Adventure,1161.44,6,687.7232766200689,250.83997696340325
386,42,Italy,gold,5,New York,2,3,1,7,False,Cultural,881.4,6,528.3492311966161,114.03602087465563
387,45,USA,standard,6,Paris,10,3,8,10,False,Relaxation,4846.295999999999,6,2963.3853065804865,1590.868683334509
388,68,USA,standard,2,Rome,8,2,6,1,True,Cultural,2090.2,6,1773.2265101292357,506.56559995356616
389,54,Germany,standard,2,Cairo,5,2,6,5,True,Relaxation,1549.4976000000001,5,1080.7114436240217,468.2079904248166
390,31,UK,standard,3,Rome,2,3,8,2,False,Adventure,811.4399999999999,5,425.77099739986147,181.01611669496594
391,26,Italy,standard,3,Rome,3,1,2,2,False,Adventure,419.85,5,-122.05199632677625,27.39118452032861
392,47,Italy,silver,3,Cairo,11,3,7,2,False,Relaxation,2781.4752,6,1438.7812263800226,754.8941897520717
393,20,UK,standard,4,Cairo,3,1,1,2,False,Adventure,303.408,5,303.66565010666324,57.199835625214845
394,67,USA,standard,2,Tokyo,8,4,1,1,True,Relaxation,2912.0,8,1752.9491997047817,677.6560398415606
395,57,France,silver,2,Paris,6,5,6,4,False,Cultural,1745.6985,7,1190.059860495548,446.35559935290064
396,32,Canada,silver,1,Cairo,3,3,6,2,True,Relaxation,925.1199999999999,7,712.3625789154713,183.1013368118585
397,18,USA,gold,7,Paris,6,1,2,2,True,Cultural,1409.2,6,1068.7380960871842,244.45576188725084
398,60,USA,gold,5,New York,6,2,2,5,False,Cultural,1000.3499999999999,7,839.1780675968819,112.49309579839833
399,38,Canada,gold,7,Cape Town,7,2,6,1,False,Adventure,1552.32,6,952.8248693026633,181.9006463139087
400,58,USA,standard,2,Rome,11,3,12,2,True,Adventure,2737.0,7,2417.5546700019786,586.5853756442332
401,18,Germany,standard,3,New York,5,4,6,5,True,Cultural,2204.02,6,1906.6927617655897,592.0318240686756
402,31,Italy,standard,4,Cairo,4,2,8,1,False,Cultural,853.776,5,687.4613066412802,197.9640832872046
403,40,Germany,standard,3,Sydney,2,1,12,3,False,Cultural,920.92,6,313.4866085002833,158.52794075805488
404,40,Germany,silver,2,Paris,2,3,7,2,False,Relaxation,1207.206,5,853.1205420508663,223.1563187857446
405,33,France,standard,0,Paris,13,2,6,5,True,Cultural,2762.8965,6,2390.9416970910165,579.7113286867043
406,49,Spain,standard,4,Rio,3,2,7,3,True,Cultural,850.0799999999999,5,509.0371011523714,193.0530346496193
407,23,Germany,standard,3,Cairo,13,4,2,10,True,Cultural,1773.3600000000001,5,1577.7103147722953,235.7983213454228
408,37,France,standard,4,New York,4,3,6,2,True,Adventure,1705.34,6,1482.6049799624275,363.89674484321495
409,41,Germany,gold,5,New York,6,2,1,2,False,Relaxation,2265.8999999999996,7,1240.9328091317311,517.5240813662291
410,47,UK,standard,2,Sydney,4,2,7,6,True,Adventure,1490.58,6,956.727283535938,228.85527104284347
411,50,UK,silver,3,Rome,4,3,12,2,True,Relaxation,1797.5159999999998,6,775.4861133187037,398.70858889915837
412,23,Canada,standard,3,Rome,7,1,2,2,True,Relaxation,1170.0,5,562.4431937818722,208.7053760951247
413,18,France,silver,3,Rome,6,1,2,1,False,Adventure,669.6899999999999,5,642.2466061323687,155.4464744840275
414,59,Australia,silver,1,Paris,3,2,1,2,False,Relaxation,1454.18,6,396.54424487786787,381.32981864803656
415,44,Germany,standard,3,Rome,16,4,6,1,True,Relaxation,5191.451999999999,6,3318.0616008451298,940.4924919840184
416,28,Australia,silver,3,Cape Town,5,2,6,1,False,Cultural,1090.8799999999999,7,507.360593992233,181.1579766364599
417,63,Italy,standard,2,Cape Town,9,3,7,4,False,Cultural,1865.9199999999998,5,1564.7517206213674,220.82946130930725
418,41,Spain,gold,3,Cape Town,7,3,1,2,False,Relaxation,1625.12,6,508.7433147164197,194.64253235401156
419,57,Australia,standard,3,Cairo,10,3,12,7,False,Relaxation,2889.8239999999996,7,1661.0670502824555,716.5719033199395
420,41,Spain,gold,6,Paris,7,3,1,3,True,Relaxation,2334.1499999999996,6,1155.0067308504504,641.0266520073887
421,70,Germany,silver,1,Paris,5,2,7,6,False,Cultural,1669.122,6,1120.7135074192447,300.6390106560639
422,66,USA,standard,2,Cairo,1,4,8,5,True,Adventure,691.04,7,647.3926078664006,113.79242642399474
423,36,Canada,standard,5,Rome,3,2,8,2,False,Cultural,1101.8,6,588.761069328483,242.3397001990321
424,54,France,standard,3,Cape Town,5,2,8,1,True,Cultural,1122.24,7,540.3302346794561,176.33074124640106
425,49,Spain,gold,5,Rio,4,3,1,2,False,Relaxation,1066.24,6,147.10987902199486,349.9816741605573
426,60,Spain,standard,5,Rio,4,4,2,1,True,Adventure,907.2,5,336.5700337437929,101.33191642353768
427,25,Australia,gold,7,Cairo,3,2,7,2,True,Adventure,526.064,6,690.6474750946212,111.34177962907188
428,50,USA,gold,8,Sydney,11,3,1,2,True,Cultural,2718.3,7,2105.4477810190497,549.4156750145164
429,55,USA,standard,4,Rio,1,1,6,7,False,Relaxation,493.91999999999996,5,-228.3780424912979,16.435539075543375
430,18,Germany,standard,2,Cairo,6,3,1,5,False,Relaxation,894.24,5,821.4513832783471,268.4925437586001
431,22,Canada,standard,5,Rio,8,2,8,1,False,Cultural,1461.6000000000001,5,1112.4337582388143,221.77596282006263
432,18,Spain,gold,6,Rio,5,3,2,3,False,Cultural,847.2,7,232.5790426961422,146.56926855612477
